title,year,director,genres,country,language,rating,votes
机动战士高达 THE ORIGIN Ⅱ 悲伤的阿尔黛西亚 機動戦士ガンダム THE ORIGIN Ⅱ 哀しみのアルテイシア,2015,安彦良和 / 今西隆志,科幻 / 动画,日本,日语,9.1,5978
冰川时代：小松鼠斯克特最后的冒险（剧终） Ice Age - The Last Adventure of Scrat (The End),2022,,,美国,英语,9.1,604
古畑任三郎完结篇 重生之死 古畑任三郎ファイナル 今、甦る死,2006,星护,悬疑 / 犯罪,日本,日语,9.1,11404
战争与和平1：安德烈·博尔孔斯基 Война и мир I: Андрей Болконский,1965,谢尔盖·邦达尔丘克,剧情 / 历史 / 战争,苏联,俄语,9.1,3834
吹响悠风号OVA：奔跑吧莫纳卡 響け！ユーフォニアム かけだすモナカ,2015,石原立也,喜剧 / 爱情 / 动画 / 音乐,日本,日语,9.1,3309
神秘博士：火星之水 Doctor Who: The Waters of Mars,2009,格雷姆·哈珀,科幻,英国,英语,9.1,8633
天元突破剧场版 螺岩篇 劇場版 天元突破グレンラガン 螺巌篇,2009,今石洋之,剧情 / 动画,日本,日语,9.1,4891
阿德曼动画精选：超级无敌掌门狗 Wallace & Gromit: The Best of Aardman Animation,1996,尼克·帕克,喜剧 / 动画,英国,英语,9.1,3916
倒数第二次恋爱 2012秋SP 最後から二番目の恋 2012秋,2012,宫本理江子,剧情 / 喜剧 / 爱情,日本,日语,9.1,8255
机动战士高达 THE ORIGIN Ⅵ 赤色彗星诞生 機動戦士ガンダム THE ORIGIN Ⅵ 誕生 赤い彗星,2018,安彦良和,科幻 / 动画,日本,日语,9.1,6195
人间的条件(第五、六部) 人間の條件,1961,小林正树,剧情 / 历史 / 战争,日本,日语 / 汉语普通话 / 俄语,9.1,3610
丝路花雨,1982,颜学恕,动作 / 音乐 / 歌舞 / 古装,中国大陆,汉语普通话,9.1,2674
"史努比，回家吧 Snoopy, Come Home",1972,比尔·莫伦茨,剧情 / 喜剧 / 动画 / 音乐 / 家庭 / 冒险,美国,英语,9.1,1902
我的小马驹：最棒的礼物 My Little Pony: Best Gift Ever,2018,Denny Lu / Mike Myhre / Jim Miller,喜剧 / 动画 / 歌舞 / 家庭,美国,英语,9.1,751
欢乐树的朋友们 Happy Tree Friends,2006,Rhode Montijo / Kenn Navarro,喜剧 / 动画,美国,英语,9.1,8652
天窗 National Theatre Live: Skylight,2014,史蒂芬·戴德利 / 罗宾·洛,剧情 / 戏曲,英国,英语,9.1,6593
少女与战车 剧场版 ガールズ＆パンツァー 劇場版,2015,水岛努,剧情 / 动作 / 动画,日本,日语,9.1,4599
五女拜寿,1984,陆建华 / 于中效,戏曲,中国大陆,汉语普通话 / 吴越方言,9.1,3601
英国国家剧院现场：麦克白 National Theatre Live: Macbeth,2013,Rob Ashford / 肯尼思·布拉纳,,英国,英语,9.1,1681
少年骇客：变身之谜 Ben 10: Secret of the Omnitrix,2007,Greg Klein,动作 / 科幻 / 动画 / 冒险,美国,英语,9.1,1787
JOJO的奇妙冒险：幽灵之血 ジョジョの奇妙な冒険 ファントム ブラッド,2007,羽山淳一,剧情 / 动作 / 动画 / 冒险,日本,日语,9.1,3541
悠哉日常大王OAD：冲绳之行 のんのんびより OAD 沖縄へ行くことになった,2014,川面真也,剧情 / 喜剧 / 动画,日本,日语,9.1,2313
反叛的鲁路修特别篇：零之镇魂曲 コードギアス 反逆のルルーシュ R2 特別編集版 Zero Requiem,2009,谷口悟朗,动画,日本,日语,9.1,2040
银河英雄传说 我的征途是星辰大海 銀河英雄伝説 わが征くは星の大海,1988,石黑升,科幻 / 动画,日本,日语,9.1,1965
赛文奥特曼 光荣与传说 ウルトラセブン 栄光と伝説,1999,神澤信一,剧情 / 动作 / 科幻,日本,日语,9.1,1654
假面骑士EX-AID Trilogy Another Ending  Part III 假面骑士Genm VS 假面骑士Lazer 仮面ライダーゲンムVSレーザー,2018,铃村展弘,,日本,日语,9.1,1590
欢乐树的朋友们：赶尽杀绝 Happy Tree Friends: Overkill,2005,Alan Lau / Kenn Navarro,喜剧 / 动画,美国,英语,9.1,6126
海贼王梅利篇：另一名同伴的故事 ONE PIECE エピソードオブメリー～もうひとりの仲間の物語～,2013,所胜美,动画 / 儿童,日本,日语,9.1,3239
无头骑士异闻录第二季：结 OVA デュラララ!!×2 結 第19.5話 デュフフフ!!,2016,大森贵弘,动画,日本,日语,9.1,2285
银河英雄传说 Die Neue These 星乱 第1章 銀河英雄伝説 Die Neue These 星乱 第1章,2019,多田俊介,动画,日本,日语,9.1,1843
"六座拿破仑半身像 ""The Return of Sherlock Holmes"" The Six Napoleons",1986,David Carson,悬疑 / 犯罪,英国,英语,9.1,1460
米歇尔·沃尔夫：好女人 Michelle Wolf: Nice Lady,2017,,喜剧,美国,英语,9.1,418
"诺伍德的建筑师 ""The Adventures of Sherlock Holmes"" The Norwood Builder",1985,Ken Grieve,悬疑 / 犯罪,英国,英语,9.1,1760
"迪兰·莫兰：喜之所有 Dylan Moran: Like, Totally",2006,Michael Matheson,喜剧,英国,英语,9.1,3494
"红发会 ""The Adventures of Sherlock Holmes"" The Red Headed League",1985,John Bruce,悬疑 / 犯罪,英国,英语,9.1,2037
空之境界 俯瞰风景3D 劇場版 空の境界 俯瞰風景3D,2013,青木荣,剧情 / 动画 / 悬疑 / 惊悚,日本,日语,9.1,1444
"歪唇男人 ""The Return of Sherlock Holmes"" The Man with the Twisted Lip",1986,帕特里克·劳,悬疑 / 犯罪,英国,英语,9.1,1310
"福尔摩斯：跳舞的人 ""The Adventures of Sherlock Holmes"" The Dancing Men",1984,John Bruce,剧情 / 悬疑,英国,英语,9.1,2870
"马斯格雷夫仪式 ""The Return of Sherlock Holmes"" The Musgrave Ritual",1986,大卫·卡森,悬疑 / 犯罪,英国,英语,9.1,1568
迪兰·莫兰：是什么？ Dylan Moran Live: What It Is,2009,Randall Churchill,喜剧,英国 / 澳大利亚,英语,9.1,1457
迪兰·莫兰：怪兽 Dylan Moran: Monster,2004,,喜剧,英国,英语,9.1,1136
道格·斯坦霍普：票钱不退 Doug Stanhope: No Refunds,2007,,喜剧,美国,英语,9.1,910
银河英雄传说 Die Neue These 星乱 第2章 銀河英雄伝説 Die Neue These 星乱 第2章,2019,多田俊介,动画,日本,日语,9.1,833
难夫难妻,1913,张石川 / 郑正秋,剧情,中国大陆,无对白,9.1,627
借东风,1957,岑范,戏曲,中国大陆,汉语普通话,9.1,530
关爱之家,2007,艾晓明,,中国大陆,汉语普通话,9.1,430
NBA：2014年马刺队的冠军历程 2014 NBA Champions San Antonio Spurs,2014,,,美国,英语,9.1,400
蜡笔小新SP10 クレヨンしんちゃんスペシャル 10,2001,臼井仪人 Yoshito Usui,儿童,日本,日语,9.1,353
狂流,1933,程步高,剧情,中国大陆,无声,9.1,159
李尔王 National Theatre Live: King Lear,2018,Jonathan Munby,,英国,英语,9.1,4537
银魂：必杀技篇 銀魂 〜布団に入ってから拭き残しに気付いて寝るに寝れない時もある〜,2014,宫胁千鹤,喜剧 / 动画,日本,日语,9.1,2319
女王召见 National Theatre Live: The Audience,2013,史蒂芬·戴德利,戏曲,英国,英语,9.1,1976
"魔鬼之足 ""The Return of Sherlock Holmes"" The Devil's Foot",1988,Ken Hannam,悬疑 / 犯罪,英国,英语,9.1,1366
京都人的私房雅趣·夏 京都人の密かな愉しみ 夏,2015,源孝志,剧情,日本,日语,9.1,1242
周六夜现场：40周年特别庆典 Saturday Night Live 40th Anniversary Special,2015,,,美国,英语,9.1,1097
莎士比亚现场 Shakespeare Live! From the RSC,2016,Gregory Doran,剧情,英国,,9.1,1038
哆啦A梦生日SP：哆啦A梦的重生之日 ドラえもん誕生日スペシャル 「ドラえもんが生まれ変わる日」,2007,楠叶宏三 / 善聪一郎 / 安藤敏彦,动画,日本,日语,9.1,907
BLACKPINK的夏日日记 in 首尔 2020 BLACKPINK'S SUMMER DIARY IN SEOUL,2020,,真人秀,韩国,韩语,9.1,817
化茧成蝶：2016年欧洲杯纪录片,2017,天下足球,,中国大陆,汉语普通话,9.1,683
新贵2017圣诞特辑 Upstart Crow: A Christmas Crow,2017,Richard Boden,喜剧 / 历史,英国,英语,9.1,652
彭彭丁满历险记 电影版 Timon and Pumbaa's Wild Adventure: Live and Learn,1996,Kevin Campbell,喜剧 / 动画 / 音乐 / 儿童,美国,英语,9.1,569
悠哉日常大王 Nonstop OAD のんのんびより のんすとっぷ OAD,2022,川面真也,动画,日本,日语,9.1,565
图灵密码 The Turing Enigma,2011,Pete Wild,剧情,英国,英语,9.1,369
怒海英雄：火攻船 Hornblower: The Examination for Lieutenant,1998,安德鲁·格里弗,剧情 / 战争 / 冒险,英国,英语 / 法语,9.1,314
Peter Pan Goes Wrong,2016,戴维·汉弗莱斯,喜剧,英国,英语,9.1,208
Lady Gaga: Alejandro,2010,Steven Klein,,美国,英语,9.1,115
战马 National Theatre Live: War Horse,2014,Marianne Elliott,戏曲,英国,英语,9.1,2862
简爱 National Theatre Live: Jane Eyre,2015,Sally Cookson,剧情,英国,英语  法语,9.1,2543
卡门 Carmen,1987,Brian Large,剧情 / 音乐 / 歌舞 / 戏曲,美国,法语,9.1,1732
"银色马 ""The Return of Sherlock Holmes"" Silver Blaze",1988,Brian Mills,剧情 / 悬疑 / 犯罪,英国,英语,9.1,1215
绝对要赢 羽生结弦 向自己发起的挑战 絶対に勝ってやる 羽生結弦 自分への挑戦,2018,日本テレビ,,日本,日语,9.1,1156
贵妃醉酒,1956,董克娜 / 李秉忠,戏曲,中国大陆,,9.1,1087
国家宝藏·国宝音乐会,2019,,音乐 / 历史 / 真人秀,中国大陆 / 日本,汉语普通话 / 日语,9.1,871
费加罗的婚礼 Le Nozze di Figaro,1975,Jean-Pierre Ponnelle,喜剧 / 音乐,西德,意大利语,9.1,740
当潮不让·你好·牛——2021年河南省春节晚会,2021,陈雷,歌舞 / 戏曲 / 真人秀,中国大陆,汉语普通话,9.1,694
改变美国的一夜：格莱美向披头士致敬演出 The Night That Changed America: A Grammy Salute to The Beatles,2014,Gregg Gelfand,音乐 / 传记,美国,英语,9.1,680
泰勒·斯威夫特：美国甜心 Taylor Swift: America's Sweetheart,2015,Maureen Goldthorpe,,美国,英语,9.1,665
温斯顿·丘吉尔：世纪巨人 Winston Churchill: A Giant In The Century,2015,David Korn-Brzoza,,法國 France,英語 English,9.1,631
美丽的秘密 Un secreto de Esperanza,2003,Leopoldo Laborde,剧情,墨西哥,西班牙语,9.1,580
大河之舞25周年纪念演出 Riverdance 25th Anniversary Show,2019,Chris Hunt,家庭,英国,,9.1,556
披头士乐队：回归 - 屋顶演唱会 The Beatles: Get Back - The Rooftop Concert,2022,彼得·杰克逊 / 迈克尔·林赛-霍格,,美国 / 英国 / 新西兰,英语,9.1,488
天鹅湖 Swan Lake,1967,Truck Branss,音乐,西德 / 奥地利,无对白,9.1,391
盘妻索妻,2008,王艳霞,戏曲,中国大陆,吴语,9.1,371
欢乐岁月 Merrily We Roll Along,2013,Maria Friedman,歌舞,英国,英语,9.1,234
醒着做梦音乐会,2018,,音乐,中国香港,粤语,9.1,183
十万人出头天Live 十萬人出頭天Live,2009,,音乐,中国台湾,汉语普通话,9.1,143
伊丽莎白：爱与死的轮舞 エリザベート－愛と死の輪舞－,2014,小池 修一郎,歌舞,日本,日语,9.1,124
欢乐树的朋友们：滑雪巡逻救生队 Happy Tree Friends: Ski Patrol,2006,Jason Sadler,喜剧 / 动画,美国,英语,9.1,1795
超豪华！！最初也是最后的大同窗会！8时J 超豪華！！ 最初で最後の大同窓会！8時だJ,2018,,真人秀 / 脱口秀,日本,日语,9.1,1859
"拉塞尔·皮特斯：红白褐 Russell Peters: Red, White and Brown",2008,Jigar Talati,喜剧 / 脱口秀,美国,英语,9.1,1857
"布鲁斯—帕廷顿计划 ""The Return of Sherlock Holmes"" The Bruce-Partington Plans",1988,John Gorrie,悬疑 / 犯罪,英国,英语,9.1,1070
小红莓：巴黎肤色下演唱会 The Cranberries: Beneath the Skin - Live in Paris,2001,Maurice Linnane,音乐,美国,英语,9.1,956
TME live 刘若英“陪你”线上演唱会,2020,,音乐 / 真人秀,中国大陆,汉语普通话,9.1,836
胡桃夹子 The Nutcracker (Kirov - 1994),1994,Victor Fedotov,音乐,俄罗斯 / 法国,无对白,9.1,770
革命前夕的录音日记 革命前夕的錄音日記+,2009,卢广仲 / 風和日麗,,台灣,国语,9.1,654
呼叫助产士：2012圣诞特别篇 Call the Midwife Christmas Special 2012,2012,Philippa Lowthorpe,剧情,英国,英语,9.1,529
The Cure: Greatest Hits,2001,Tim Pope,音乐,美国,英语,9.1,437
"迪斯尼彭彭丁满欢乐大餐 Timon & Pumbaa's Wild Adventures: Don't Get Mad, Get Happy",1997,,,美国,英语,9.1,417
呼叫助产士：2013圣诞特别篇 Call the Midwife Christmas Special 2013,2013,西娅·夏罗克 / 朱丽叶·梅 / 琪娜·木杨 / 明基·斯皮罗,剧情,英国,英语,9.1,408
银魂华祭2017 銀魂華祭り2017（仮）,2017,空知英秋,动画,日本,日语,9.1,340
首楞严演义,2017,张迪,传记 / 历史,中国大陆,汉语普通话,9.1,372
年轻岁月合唱团2011巡演 Green Day Awesome As Fuck,2011,,音乐,美国,英语,9.1,358
天鹅湖 Le Lac des cygnes,2010,Andy Sommer,音乐,法国 / 瑞士,德语 / 法语,9.1,328
谭咏麟94纯金曲演唱会,1994,,音乐 / 歌舞,中国香港,粤语,9.1,353
玛丽亚·凯莉纽约不插电演唱会 Mariah Carey MTV Unplugged,1992,,音乐,美国,英语,9.1,323
麦当娜甜腻腻演唱会 Madonna: Sticky & Sweet Tour,2010,Nathan Rissman / Nick Wickham,音乐,美国,英语,9.1,328
五月天陪你守岁2019,2019,,脱口秀,中国台湾,汉语普通话,9.1,283
演员工作室：小罗伯特·唐尼 Inside The Actors Studio Robert Downey Jr,2006,,脱口秀,美国,英语,9.1,265
太阳剧团：浪迹天涯 Cirque du Soleil: Kooza,2008,Mario Janelle,音乐,加拿大,英语,9.1,312
"激流金属四巨头巡演 Metallica/Slayer/Megadeth/Anthrax: The Big 4 - Live from Sofia, Bulgaria",2010,Nick Wickham,音乐,美国,英语,9.1,260
怒海英雄：叛乱 Hornblower: Mutiny,2001,安德鲁·格里弗,剧情 / 战争 / 冒险,英国,英语,9.1,272
相约未知地带 Rendez-vous en terre inconnue,0,,,法国,法语,9.1,282
D.N.A LIVE! 五月天创造小巨蛋演唱会 D.N.A LIVE! 五月天[創造]小巨蛋演唱會,2009,,音乐,中国台湾,汉语普通话,9.1,263
银魂银祭2019 銀魂 銀祭り2019（仮）,2019,空知英秋,动画,日本,日语,9.1,209
五月天陪你守岁2018,2018,,脱口秀,中国台湾,汉语普通话,9.1,229
年轻人的音乐会：音乐的意义是什么 Young People's Concerts: What Does Music Mean,1958,Charles S. Dubin,,美国,英语,9.1,206
羽生结弦×野村万斋　谈表演之精髓 羽生結弦×野村萬斎 表現の極意を語る,2015,NHK,,日本,日语,9.1,212
胡桃夹子 The Nutcracker,0,John Vernon,剧情 / 音乐 / 奇幻,英国,英语,9.1,168
郑秀文FOLLOWMi世界巡回演唱会 FOLLOWMI WORLD TOUR LIVE 2019,2019,,,中国香港,粤语,9.2,182
Sade Lovers Live,2002,Sophie Muller,音乐,美国,英语,9.1,146
纸房子：从东京到柏林 第二辑 La casa de papel: De Tokio a Berlín Episode 2,2021,,,西班牙,西班牙语,9.1,161
1966年卡拉扬指挥威尔第安魂曲 Messa da Requiem von Giuseppe Verdi,1967,亨利-乔治·克鲁佐,音乐,西德,拉丁语,9.1,144
圣鞠斯特传 Saint-Just ou La force des choses,1975,Pierre Cardinal,传记 / 历史,法国,法语,9.1,131
梅艳芳 Mui Music Show,2001,,音乐,中国香港,粤语,9.1,108
Emperor: Emperial Live Ceremony,1999,Emperor,音乐,英国,英语,9.1,51
周六夜现场：贾斯汀·丁伯莱克/Lady Gaga Saturday Night Live Justin Timberlake/Lady Gaga,2011,Lorne Michaels,,美国,英语,9.1,2142
拜访森林 Into the Woods,1991,詹姆斯·拉派恩,剧情 / 喜剧 / 歌舞,美国,英语,9.1,1830
泪滴假假感恩节 A Very Gaga Thanksgiving,2011,Lady Gaga,音乐,美国,英语,9.1,668
周六夜现场：贾斯汀·汀布莱克/Ciara Saturday Night Live Justin Timberlake/Ciara,2009,Don Roy King / Akiva Schaffer,喜剧,美国,英语,9.1,456
纽约之歌 Eminem: Live from New York City,2005,Hamish Hamilton / Donn J. Viola,,美国,英语,9.1,510
电台司令：最精选 Radiohead: The Best Of,2008,乔纳森·格雷泽,音乐,英国,英语,9.1,373
演员工作室：休·劳瑞 Inside the Actors Studio - Hugh Laurie,2006,,,美国,英语,9.1,414
"教皇保罗二世前传 Karol, un uomo diventato Papa",2005,Giacomo Battiato,传记,Poland / Italy,English / Polish/Italian,9.1,406
神秘博士：2013逍遥音乐会 Doctor Who at the Proms,2013,,音乐,英国,英语,9.1,390
Christina Aguilera: Stripped Live in the UK,2004,Bill Crooks / Julia Knowles,音乐,美国,英语,9.1,388
陆游与唐琬,1989,杨小青,戏曲,中国大陆,嵊州话,9.1,379
演员工作室：凯文·史派西 Inside the Actors Studio - Kevin Spacey,2000,,传记,美国,英语,9.1,354
AC/DC:  River Plate现场演出 AC/DC Live At River Plate 2011,2011,David Mallet,,美国,英语,9.1,356
诱惑乐队 The Temptations,1998,Allan Arkush,,USA,English,9.1,340
莫扎特 歌剧《唐·乔万尼》（唐璜） Don Giovanni,1956,Paul Czinner,剧情 / 喜剧 / 音乐,英国,意大利语,9.1,316
上帝的小提琴手：雅沙·海菲兹 God's Fiddler: Jascha Heifetz,2011,Peter Rosen,,美国 / Russia 俄罗斯,英语,9.1,327
杰拉德自传 Steven Gerrard: My Story,2005,Michael Jenkins,历史 / 运动,英国,英语,9.1,318
柯南无国界：以色列特辑 Conan Without Borders: Israel,2017,,脱口秀,美国,英语,9.1,301
天鹅湖 Swan Lake,2009,罗斯·麦克吉本,音乐,英国,英语,9.1,289
Actors on Actors - Cate Blanchett and Ian McKellen,2015,Variety Studio,脱口秀,美国,英语,9.1,294
さんタク2018 Santaku 2018,2018,,脱口秀,日本,日语,9.1,293
さんタク2019 Santaku 2019,2019,,,日本,日语,9.1,288
优雅卫士：内斯塔,2013,天下足球,传记,中国大陆,汉语普通话,9.1,287
诱惑本质-Black Symphony 2008演唱会 Black Symphony：Within Temptation & The Metropole Orchestra,2008,Hans Pannecoucke,音乐,荷兰,荷兰语 / 英语,9.1,277
One Love Manchester,2017,,,英国,英语,9.1,271
阿黛尔纽约演唱会 Adele Live in New York City,2015,,音乐,美国,英语,9.1,287
The Beatles Yellow Submarine Adventure,2000,Trey Stokes,动画 / 歌舞,美国 / 德国,英语,9.1,231
凯莉米洛2011爱神伦敦演唱会 Kylie Minogue Aphrodite Les Folies Tour 2011,2011,William Baker / Marcus Viner,音乐,英国,英语,9.1,270
达伦·布朗：奇迹之夜 Derren Brown: An Evening of Wonders,2009,Benjamin Caron,真人秀,英国,英语,9.1,261
迈克尔•杰克逊的真实世界 Michael Jackson's Private Home Movies,2003,,,美国,英语,9.1,248
席琳·迪翁《全新的一天》恺撒皇宫演出开幕秀 Céline Dion: Opening Night Live Las Vegas,2003,,音乐 / 歌舞,USA,English,9.1,251
百变梅艳芳告别舞台演唱会,1991,,音乐 / 歌舞,中国香港,粤语,9.1,231
布兰妮 - 禁区之旅 Britney: In the Zone & Out All Night,2003,,音乐,美国,英语,9.1,241
榉坂小屋 KEYAKI HOUSE,2019,,真人秀,日本,日语,9.1,221
比吉斯：仅此一晚演唱会 Bee Gees: One Night Only,1997,,,,,9.1,213
德国战车尼姆演唱会 Rammstein Les Arenes de Nimes,2005,,音乐,德国,德语,9.1,202
向S.R.V致敬 A Tribute to Stevie Ray Vaughan,1996,Gary Menotti,音乐,美国,英语,9.1,180
Live at Ronnie Scott's,2002,,音乐,美国,英语,9.1,181
Shakespeare Sonette,2009,罗伯特·威尔森,,德国,德语,9.1,153
愤怒反对机器：奥林匹克大剧院现场 Rage Against the Machine: Live at the Grand Olympic Auditorium,2003,Jeff Richter,音乐,美国,英语,9.1,143
比约克英国皇家歌剧院现场 Björk at the Royal Opera House,2002,David Barnard,音乐,UK,英语,9.1,152
"夜愿2013演唱会 Nightwish: Showtime, Storytime",2013,Ville Lipiäinen,音乐,芬蘭 Finland,英语,9.1,151
百变梅艳芳夏日耀光华演唱会,1990,,,中国香港,粤语,9.1,149
Funtastic Babii Fanmeeting,2019,,音乐 / 真人秀,泰国,泰语,9.1,139
莫斯科大剧院芭蕾舞团：胡桃夹子 The Bolshoi Ballet: Live from Moscow - The Nutcracker,2010,Vincent Batallion,,俄罗斯,,9.1,139
神秘博士：DT的视频日志第三季 David Tennant's Video Diary (Season 3),2008,大卫·田纳特,,英国,英语,9.1,127
莱昂卡瓦洛 歌剧《丑角》 I Pagliacci,1970,Herbert von Karajan,音乐 / 戏曲,奥地利,意大利语,9.1,125
2015年第1届巴库欧洲运动会开幕式 Baku 2015 European Games Opening Ceremony,2015,,,阿塞拜疆,英语,9.1,127
梅耶林 Mayerling,2018,,,英国,英语,9.1,105
AND 1 Mix Tape Vol.4,2001,Michael Kuhn,,美国,英语,9.1,79
林肯公园纪念演唱会 Linkin Park and Friends: Celebrate Life in Honor of Chester Bennington,2017,Linkinpark,,美国,英语,9.1,101
Disasterpieces,2002,Matthew Amos,音乐,美国,英语,9.1,64
机器人之梦 Robot Dreams,2023,巴勃罗·贝格尔,剧情 / 动画 / 音乐,西班牙 / 法国,无对白,9.0,228913
我不是药神,2018,文牧野,剧情 / 喜剧,中国大陆,汉语普通话 / 英语 / 上海话 / 印地语,9.0,2231101
哈利·波特与阿兹卡班的囚徒 Harry Potter and the Prisoner of Azkaban,2004,阿方索·卡隆,奇幻 / 冒险,英国 / 美国,英语,9.0,817791
摔跤吧！爸爸 Dangal,2016,涅提·蒂瓦里,剧情 / 家庭 / 传记 / 运动,印度,印地语 / 英语,9.0,1656584
让子弹飞,2010,姜文,剧情 / 喜剧 / 动作 / 西部,中国大陆 / 中国香港,汉语普通话 / 四川话 / 山西话,9.0,1811238
大话西游之月光宝盒 西遊記第壹佰零壹回之月光寶盒,1995,刘镇伟,喜剧 / 爱情 / 奇幻 / 古装,中国香港 / 中国大陆,粤语 / 汉语普通话,9.0,1290709
哈利·波特与死亡圣器(下) Harry Potter and the Deathly Hallows: Part 2,2011,大卫·叶茨,奇幻 / 冒险,美国 / 英国,英语,9.0,897786
泳者之心 Young Woman and the Sea,2024,乔阿吉姆·罗恩尼,剧情 / 传记 / 运动,美国,英语 / 德语,9.0,117059
心灵捕手 Good Will Hunting,1997,格斯·范·桑特,剧情,美国,英语,9.0,771888
本杰明·巴顿奇事 The Curious Case of Benjamin Button,2008,大卫·芬奇,剧情 / 爱情 / 奇幻,美国,英语 / 俄语 / 法语,9.0,1047623
超脱 Detachment,2011,托尼·凯耶,剧情,美国,英语,9.0,668679
出走的决心,2024,尹丽川,剧情 / 家庭,中国大陆,汉语普通话 / 河南方言 / 四川方言,9.0,123181
搏击俱乐部 Fight Club,1999,大卫·芬奇,剧情 / 动作 / 悬疑 / 惊悚,美国,英语,9.0,908544
末路狂花 Thelma & Louise,1991,雷德利·斯科特,剧情 / 惊悚 / 犯罪,美国 / 英国 / 法国,英语,9.0,301404
教父3 The Godfather: Part III,1990,弗朗西斯·福特·科波拉,剧情 / 犯罪,美国,英语 / 意大利语 / 德语 / 拉丁语,9.0,404392
春光乍泄 春光乍洩,1997,王家卫,剧情 / 爱情 / 同性,中国香港 / 日本 / 韩国,粤语 / 汉语普通话 / 西班牙语,9.0,673423
小森林 夏秋篇 リトル・フォレスト 夏・秋,2014,森淳一,剧情,日本,日语,9.0,450844
喜宴 囍宴,1993,李安,剧情 / 喜剧 / 爱情 / 同性 / 家庭,中国台湾 / 美国,汉语普通话 / 英语,9.0,397500
惊魂记 Psycho,1960,阿尔弗雷德·希区柯克,悬疑 / 惊悚 / 恐怖,美国,英语,9.0,327787
玛丽和马克思 Mary and Max,2009,亚当·艾略特,剧情 / 喜剧 / 动画,澳大利亚 / 美国,英语 / 意第绪语,9.0,439719
东京教父 東京ゴッドファーザーズ,2003,今敏,剧情 / 喜剧 / 动画,日本,日语 / 西班牙语 / 英语,9.0,261150
上帝之城 Cidade de Deus,2002,费尔南多·梅里尔斯 / 卡迪亚·兰德,剧情 / 犯罪,巴西 / 法国,葡萄牙语,9.0,318419
恐怖分子 恐怖份子,1986,杨德昌,剧情 / 犯罪,中国台湾,汉语普通话 / 闽南语,9.0,82253
寂静人生 Still Life,2013,乌贝托·帕索里尼,剧情,英国 / 意大利,英语,9.0,69121
妇女参政论者 Suffragette,2015,莎拉·加芙隆,剧情 / 传记 / 历史,英国,英语,9.0,59498
神探夏洛克：最后的誓言 Sherlock: His Last Vow,2014,尼克·赫伦,剧情 / 悬疑 / 犯罪,英国,英语,9.0,73992
过年,1991,黄健中,剧情 / 家庭,中国大陆,汉语普通话,9.0,71494
我爱你 그대를 사랑합니다,2011,秋昌民,剧情 / 爱情,韩国,韩语,9.0,171498
何处是我朋友的家 خانه دوست کجاست؟‎,1987,阿巴斯·基亚罗斯塔米,剧情,伊朗,波斯语,9.0,39710
镜子 Зеркало,1975,安德烈·塔可夫斯基,剧情 / 传记 / 历史 / 战争,苏联,俄语 / 西班牙语,9.0,47187
楢山节考 楢山節考,1983,今村昌平,剧情 / 家庭,日本,日语,9.0,65630
蜡笔小新：谜团！花之天下春日部学院 映画クレヨンしんちゃん 謎メキ！花の天カス学園,2021,高桥涉,动画 / 悬疑,日本,日语,9.0,45196
雾中风景 Τοπίο στην ομίχλη,1988,西奥·安哲罗普洛斯,剧情,希腊 / 法国 / 意大利,希腊语,9.0,52241
大决战之淮海战役,1991,李俊 / 蔡继渭 / 韦廉 / 杨光远 / 景慕逵 / 翟俊杰,剧情 / 历史 / 战争,中国大陆,汉语普通话,9.0,25592
艾特熊和赛娜鼠 Ernest et Célestine,2012,斯特凡·奥比尔 / 文森特·帕塔尔 / 本杰明·雷内,动画,法国 / 比利时 / 卢森堡,法语,9.0,58620
大决战之平津战役,1992,李俊 / 韦廉,剧情 / 历史 / 战争,中国大陆,汉语普通话,9.0,22213
蜡笔小新：决一胜负！逆袭的机器人爸爸 クレヨンしんちゃん ガチンコ！逆襲のロボとーちゃん,2014,高桥涉,喜剧 / 动画 / 儿童,日本,日语,9.0,24702
夏目友人帐：石起和可疑来访者 夏目友人帳 石起こしと怪しき来訪者,2021,大森贵弘 / 伊藤秀树,动画 / 奇幻,日本,日语,9.0,19030
鬼灭之刃 浅草篇 鬼滅の刃 浅草編,2021,外崎春雄,动画,日本,日语,9.0,11647
星际牛仔 天国之门 カウボーイビバップ 天国の扉,2001,渡边信一郎,剧情 / 喜剧 / 动作 / 科幻 / 动画 / 惊悚 / 犯罪,日本 / 美国,法语 / 德语 / 意大利语 / 葡萄牙语 / 西班牙语 / 日语 / 英语 / 阿拉伯语,9.0,42797
爱·回家 집으로...,2002,李廷香,剧情 / 家庭,韩国,韩语,9.0,92417
迪迦奥特曼：最终圣战 ウルトラマンティガ THE FINAL ODYSSEY,2000,村石宏实,动作 / 科幻 / 奇幻 / 冒险,日本,日语,9.0,23560
神探夏洛克(试播集) Sherlock S01E00 Pilot,2010,科奇·吉尔佐,剧情 / 悬疑 / 惊悚 / 犯罪,英国,英语,9.0,31642
婚姻生活 Scener ur ett äktenskap,1973,英格玛·伯格曼,剧情 / 爱情,瑞典,瑞典语,9.0,29349
安德烈·卢布廖夫 Андрей Рублёв,1966,安德烈·塔可夫斯基,剧情 / 传记 / 历史 / 战争,苏联,俄语 / 意大利语 / 鞑靼语,9.0,18517
